text,x0,x1,doctop,bottom,label
0.75,158.6601,170.33610000000002,17.10419999999999,23.10419999999999,-1
1.84,222.0059,233.6819,60.88419999999999,66.88419999999999,0
3.1,87.8843,99.5603,64.15029999999999,70.15029999999999,1
1.74,222.0059,233.6819,68.88219999999998,74.88219999999998,0
3.0,87.8843,99.5603,72.14829999999998,78.14829999999998,1
1.64,222.0059,233.6819,76.88019999999997,82.88019999999997,0
0.5,184.4687,196.14470000000003,77.61609999999999,83.61609999999999,-1
2.9,87.8843,99.5603,80.14629999999997,86.14629999999997,1
1.55,273.4429,285.1189,113.2177,119.2177,2
1.45,273.4429,285.1189,121.2157,127.2157,2
1.35,273.4429,285.1189,129.21370000000002,135.21370000000002,2
0.5,161.2539,172.9299,131.29,137.29,3
0.4,161.2539,172.9299,139.288,145.288,3
0.3,161.2539,172.9299,147.286,153.286,3
0.8,38.0806,49.75659999999999,180.5507,186.5507,4
0.05,149.5195,161.1955,186.7909,192.7909,-1
0.75,38.0806,49.75659999999999,188.5487,194.5487,4
0.02,149.5195,161.1955,194.7889,200.7889,-1
0.7,38.0806,49.75659999999999,196.5467,202.5467,4
0.08,168.3778,180.05380000000002,209.162,215.162,-1
0.3,82.5874,94.2634,211.2314,217.2314,5
0.203,142.6763,157.68830000000003,217.5751,223.5751,-1
0.25,82.5874,94.2634,219.2294,225.2294,5
0.2,82.5874,94.2634,227.2274,233.2274,5
