text,x0,x1,doctop,bottom,label
0.75,160.42239999999998,172.09840000000003,19.1583,25.1583,-1
4.1,89.5747,101.2507,67.04190000000003,73.04190000000003,0
0.3,196.2919,207.9679,67.57550000000003,73.57550000000003,1
4.0,89.5747,101.2507,75.03990000000002,81.03990000000002,0
0.25,196.2919,207.9679,75.57350000000002,81.57350000000002,1
3.9,89.5747,101.2507,83.03790000000001,89.03790000000001,0
0.18,196.2919,207.9679,83.57150000000001,89.57150000000001,1
0.5,158.2383,169.91430000000005,99.72500000000002,105.72500000000002,-1
2.75,263.8936,275.5696,116.9061,122.9061,2
2.6,263.8936,275.5696,124.9041,130.9041,2
2.35,263.8936,275.5696,132.90210000000002,138.90210000000002,2
0.5,155.1499,166.82590000000002,154.85150000000002,160.85150000000002,3
0.2,265.8519,277.5279,155.44710000000003,161.44710000000003,-1
0.4,155.1499,166.82590000000002,162.84950000000003,168.84950000000003,3
0.3,155.1499,166.82590000000002,170.84750000000005,176.84750000000005,3
0.8,38.5557,50.2317,179.32460000000003,185.32460000000003,4
0.75,38.5557,50.2317,187.3226,193.3226,4
0.05,160.3496,172.02560000000005,191.25090000000003,197.25090000000003,-1
0.7,38.5557,50.2317,195.3206,201.3206,4
0.02,160.3496,172.02560000000005,199.2489,205.2489,-1
0.08,183.6801,195.35610000000003,212.3822,218.3822,-1
0.2,147.2559,158.9319,219.76110000000003,225.76110000000003,-1
