text,x0,x1,doctop,bottom,label
0.55,146.706,158.382,16.91749999999999,22.91749999999999,-1
2.1,82.3721,93.8321,63.70920000000001,69.70920000000001,0
0.3,168.3882,180.06420000000003,64.87030000000001,70.87030000000001,1
2.0,82.3721,93.8321,71.7072,77.7072,0
0.25,168.3882,180.06420000000003,72.8683,78.8683,1
0.5,241.8613,253.5373,74.1301,80.1301,-1
1.9,82.3721,93.8321,79.70519999999999,85.70519999999999,0
0.18,168.3882,180.06420000000003,80.8663,86.8663,1
0.65,155.4072,167.0832,124.11,130.11,2
0.6,155.4072,167.0832,132.108,138.108,2
0.55,155.4072,167.0832,140.10600000000002,146.10600000000002,2
0.6,29.376,41.052,180.613,186.613,3
0.05,144.7666,156.44260000000003,186.5969,192.5969,-1
0.55,29.376,41.052,188.611,194.611,3
0.02,144.7666,156.44260000000003,194.5949,200.5949,-1
0.5,29.376,41.052,196.609,202.609,3
0.2,137.2397,148.91570000000002,217.3801,223.3801,-1
