1.70,1.60,1.50
0.05,0.02
3.10,3.00,2.90
0.30,0.25,0.20
2.44,2.34,2.24
0.50,0.40,0.30
0.80,0.75,0.70
0.50
0.75
0.08,0.203
0.20
